Airline,Date_Of_Journey,Flight,Source_City,Destination,Route,Departure_Time,Arrivala_Time,Total_Stops,Class,Duration,Days_Left,Price
IndiGo,2025-06-12,6E376,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-06-12 15:30:00,2025-06-13 00:53:00,2+ Stops,Business,9h 23m,59,23365
SpiceJet,2025-04-07,SG7355,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-04-07 13:50:00,2025-04-07 16:06:00,Non-stop,Business,2h 16m,24,6742
SpiceJet,2025-01-20,SG7665,Kolkata,Delhi,Kolkata -> Delhi,2025-01-20 17:00:00,2025-01-20 18:02:00,Non-stop,Economy,1h 2m,8,2718
Akasa Air,2025-05-03,QP6859,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-05-03 12:15:00,2025-05-03 16:25:00,Non-stop,Business,4h 10m,7,13458
Go First,2025-08-12,G8315,Hyderabad,Delhi,Hyderabad -> Delhi,2025-08-12 11:20:00,2025-08-12 13:57:00,Non-stop,Economy,2h 37m,52,3386
SpiceJet,2025-05-24,SG1096,Kolkata,Delhi,Kolkata -> Delhi,2025-05-24 01:20:00,2025-05-24 04:35:00,1 Stop,Economy,3h 15m,13,8743
Air India,2025-05-07,AI5541,Delhi,Mumbai,Delhi -> Mumbai,2025-05-07 11:30:00,2025-05-07 17:49:00,1 Stop,Economy,6h 19m,53,8639
IndiGo,2025-05-29,6E3320,Delhi,Mumbai,Delhi -> Mumbai,2025-05-29 05:15:00,2025-05-29 17:48:00,2+ Stops,Business,12h 33m,37,24361
Vistara,2025-02-24,UK9867,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-02-24 03:30:00,2025-02-24 06:42:00,Non-stop,Economy,3h 12m,2,9472
Vistara,2025-06-15,UK2665,Kolkata,Bangalore,Kolkata -> Bangalore,2025-06-15 12:20:00,2025-06-15 13:42:00,Non-stop,Economy,1h 22m,54,8797
Air India,2025-01-11,AI2364,Chennai,Kolkata,Chennai -> Kolkata,2025-01-11 01:15:00,2025-01-11 07:42:00,1 Stop,Economy,6h 27m,2,9520
SpiceJet,2025-03-22,SG9755,Delhi,Mumbai,Delhi -> Mumbai,2025-03-22 01:20:00,2025-03-22 11:02:00,2+ Stops,Business,9h 42m,51,13706
IndiGo,2025-06-26,6E4403,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-06-26 02:50:00,2025-06-26 13:38:00,2+ Stops,Business,10h 48m,35,18696
Air India,2025-03-10,AI1177,Bangalore,Mumbai,Bangalore -> Mumbai,2025-03-10 19:30:00,2025-03-11 02:21:00,2+ Stops,Business,6h 51m,3,37719
Vistara,2025-02-28,UK8770,Kolkata,Mumbai,Kolkata -> Mumbai,2025-02-28 06:20:00,2025-02-28 16:03:00,2+ Stops,Economy,9h 43m,42,12461
Go First,2025-04-23,G89218,Chennai,Bangalore,Chennai -> Bangalore,2025-04-23 12:00:00,2025-04-23 14:31:00,Non-stop,Business,2h 31m,7,8706
Vistara,2025-03-01,UK9455,Bangalore,Mumbai,Bangalore -> Mumbai,2025-03-01 10:20:00,2025-03-01 13:07:00,Non-stop,Business,2h 47m,15,31096
IndiGo,2025-04-24,6E7408,Delhi,Mumbai,Delhi -> Mumbai,2025-04-24 05:20:00,2025-04-24 12:21:00,2+ Stops,Economy,7h 1m,46,9535
Go First,2025-01-30,G87648,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-01-30 13:00:00,2025-01-30 14:40:00,Non-stop,Business,1h 40m,7,13112
IndiGo,2025-06-18,6E3953,Bangalore,Chennai,Bangalore -> Chennai,2025-06-18 19:30:00,2025-06-19 05:27:00,2+ Stops,Economy,9h 57m,37,6759
Vistara,2025-07-13,UK467,Chennai,Hyderabad,Chennai -> Hyderabad,2025-07-13 18:15:00,2025-07-14 04:16:00,2+ Stops,Economy,10h 1m,33,13611
SpiceJet,2025-02-11,SG5082,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-02-11 14:15:00,2025-02-12 01:02:00,2+ Stops,Economy,10h 47m,11,11981
Go First,2025-03-21,G86224,Kolkata,Delhi,Kolkata -> Delhi,2025-03-21 01:50:00,2025-03-21 05:24:00,Non-stop,Economy,3h 34m,35,5930
Vistara,2025-04-11,UK5346,Kolkata,Delhi,Kolkata -> Delhi,2025-04-11 06:20:00,2025-04-11 12:39:00,2+ Stops,Business,6h 19m,54,20732
IndiGo,2025-07-15,6E2685,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-07-15 08:50:00,2025-07-15 13:25:00,Non-stop,Economy,4h 35m,44,6295
Akasa Air,2025-07-25,QP6524,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-07-25 01:15:00,2025-07-25 04:29:00,Non-stop,Economy,3h 14m,43,4618
IndiGo,2025-05-13,6E9618,Kolkata,Delhi,Kolkata -> Delhi,2025-05-13 01:20:00,2025-05-13 12:35:00,2+ Stops,Economy,11h 15m,23,10656
Akasa Air,2025-04-29,QP9163,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-04-29 11:00:00,2025-04-29 18:51:00,1 Stop,Business,7h 51m,22,14274
IndiGo,2025-07-30,6E7008,Chennai,Bangalore,Chennai -> Bangalore,2025-07-30 12:20:00,2025-07-30 20:06:00,2+ Stops,Business,7h 46m,54,25637
SpiceJet,2025-01-27,SG7522,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-01-27 14:00:00,2025-01-27 17:06:00,Non-stop,Business,3h 6m,10,7332
SpiceJet,2025-06-06,SG9602,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-06-06 17:10:00,2025-06-06 19:27:00,Non-stop,Business,2h 17m,18,27452
Go First,2025-06-18,G83834,Hyderabad,Delhi,Hyderabad -> Delhi,2025-06-18 04:15:00,2025-06-18 10:24:00,1 Stop,Business,6h 9m,57,30863
Vistara,2025-03-24,UK461,Hyderabad,Delhi,Hyderabad -> Delhi,2025-03-24 02:10:00,2025-03-24 04:32:00,Non-stop,Economy,2h 22m,6,6175
Akasa Air,2025-05-16,QP6774,Delhi,Bangalore,Delhi -> Bangalore,2025-05-16 23:20:00,2025-05-17 02:31:00,Non-stop,Economy,3h 11m,14,2858
SpiceJet,2025-04-20,SG5362,Hyderabad,Chennai,Hyderabad -> Chennai,2025-04-20 10:50:00,2025-04-20 17:48:00,2+ Stops,Economy,6h 58m,7,9591
SpiceJet,2025-06-15,SG8219,Mumbai,Kolkata,Mumbai -> Kolkata,2025-06-15 03:20:00,2025-06-15 11:22:00,1 Stop,Economy,8h 2m,8,6428
IndiGo,2025-03-13,6E9393,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-03-13 15:50:00,2025-03-14 01:47:00,2+ Stops,Economy,9h 57m,55,10244
Akasa Air,2025-06-26,QP4338,Hyderabad,Chennai,Hyderabad -> Chennai,2025-06-26 20:00:00,2025-06-27 06:58:00,2+ Stops,Economy,10h 58m,37,10673
Go First,2025-04-30,G82483,Delhi,Kolkata,Delhi -> Kolkata,2025-04-30 08:20:00,2025-04-30 20:26:00,2+ Stops,Economy,12h 6m,6,10723
Air India,2025-06-06,AI6563,Chennai,Kolkata,Chennai -> Kolkata,2025-06-06 13:30:00,2025-06-07 00:09:00,2+ Stops,Economy,10h 39m,17,13386
Akasa Air,2025-07-09,QP9103,Kolkata,Bangalore,Kolkata -> Bangalore,2025-07-09 12:30:00,2025-07-09 21:27:00,1 Stop,Economy,8h 57m,60,6877
Go First,2025-02-09,G84379,Bangalore,Delhi,Bangalore -> Delhi,2025-02-09 19:10:00,2025-02-10 05:53:00,2+ Stops,Economy,10h 43m,8,8794
Vistara,2025-08-23,UK6019,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-08-23 01:15:00,2025-08-23 02:45:00,Non-stop,Economy,1h 30m,57,7960
Akasa Air,2025-06-27,QP1113,Mumbai,Chennai,Mumbai -> Chennai,2025-06-27 12:10:00,2025-06-27 17:25:00,1 Stop,Business,5h 15m,35,16814
Go First,2025-06-27,G89590,Bangalore,Kolkata,Bangalore -> Kolkata,2025-06-27 01:20:00,2025-06-27 04:23:00,1 Stop,Economy,3h 3m,24,9710
Akasa Air,2025-06-05,QP9478,Bangalore,Mumbai,Bangalore -> Mumbai,2025-06-05 18:15:00,2025-06-05 19:33:00,Non-stop,Business,1h 18m,20,22288
SpiceJet,2025-06-05,SG9221,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-06-05 13:00:00,2025-06-05 19:16:00,1 Stop,Economy,6h 16m,28,5296
SpiceJet,2025-05-26,SG5256,Kolkata,Bangalore,Kolkata -> Bangalore,2025-05-26 10:30:00,2025-05-26 15:20:00,Non-stop,Business,4h 50m,32,10224
Air India,2025-03-03,AI8397,Hyderabad,Delhi,Hyderabad -> Delhi,2025-03-03 07:50:00,2025-03-03 13:41:00,1 Stop,Business,5h 51m,28,15495
Akasa Air,2025-04-30,QP3119,Kolkata,Bangalore,Kolkata -> Bangalore,2025-04-30 01:00:00,2025-04-30 09:21:00,1 Stop,Business,8h 21m,45,9768
Akasa Air,2025-02-22,QP7071,Mumbai,Bangalore,Mumbai -> Bangalore,2025-02-22 04:15:00,2025-02-22 08:42:00,Non-stop,Business,4h 27m,8,23637
SpiceJet,2025-02-27,SG6673,Mumbai,Kolkata,Mumbai -> Kolkata,2025-02-27 12:00:00,2025-02-27 13:11:00,Non-stop,Business,1h 11m,40,6636
SpiceJet,2025-07-04,SG8347,Bangalore,Chennai,Bangalore -> Chennai,2025-07-04 20:20:00,2025-07-04 22:08:00,Non-stop,Economy,1h 48m,52,3387
Vistara,2025-06-07,UK9747,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-06-07 17:10:00,2025-06-07 18:21:00,Non-stop,Business,1h 11m,31,14274
SpiceJet,2025-04-29,SG7409,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-04-29 05:45:00,2025-04-29 08:54:00,1 Stop,Economy,3h 9m,51,4957
Air India,2025-06-20,AI8763,Bangalore,Mumbai,Bangalore -> Mumbai,2025-06-20 10:10:00,2025-06-20 15:54:00,1 Stop,Business,5h 44m,48,17164
Go First,2025-04-02,G85840,Chennai,Mumbai,Chennai -> Mumbai,2025-04-02 16:10:00,2025-04-02 20:17:00,1 Stop,Economy,4h 7m,24,8288
SpiceJet,2025-06-26,SG6031,Bangalore,Delhi,Bangalore -> Delhi,2025-06-26 13:15:00,2025-06-26 21:38:00,1 Stop,Business,8h 23m,3,25219
Akasa Air,2025-02-13,QP2486,Mumbai,Delhi,Mumbai -> Delhi,2025-02-13 06:10:00,2025-02-13 15:28:00,2+ Stops,Business,9h 18m,8,33687
Vistara,2025-07-06,UK7282,Kolkata,Mumbai,Kolkata -> Mumbai,2025-07-06 09:45:00,2025-07-06 21:32:00,2+ Stops,Economy,11h 47m,16,12203
IndiGo,2025-07-20,6E3239,Hyderabad,Chennai,Hyderabad -> Chennai,2025-07-20 05:50:00,2025-07-20 10:12:00,Non-stop,Economy,4h 22m,25,7866
Go First,2025-05-31,G81095,Delhi,Chennai,Delhi -> Chennai,2025-05-31 07:50:00,2025-05-31 11:11:00,Non-stop,Economy,3h 21m,51,2771
Vistara,2025-03-12,UK3860,Bangalore,Chennai,Bangalore -> Chennai,2025-03-12 08:30:00,2025-03-12 12:24:00,Non-stop,Economy,3h 54m,33,7003
IndiGo,2025-02-20,6E685,Chennai,Delhi,Chennai -> Delhi,2025-02-20 22:50:00,2025-02-21 05:20:00,1 Stop,Business,6h 30m,33,16149
Vistara,2025-03-24,UK5758,Mumbai,Kolkata,Mumbai -> Kolkata,2025-03-24 21:15:00,2025-03-25 02:42:00,1 Stop,Economy,5h 27m,17,10285
Go First,2025-07-05,G86024,Chennai,Delhi,Chennai -> Delhi,2025-07-05 19:10:00,2025-07-06 04:00:00,1 Stop,Economy,8h 50m,31,4941
Akasa Air,2025-02-15,QP5351,Mumbai,Chennai,Mumbai -> Chennai,2025-02-15 17:20:00,2025-02-16 04:02:00,2+ Stops,Business,10h 42m,8,32237
Go First,2025-06-23,G89404,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-06-23 16:50:00,2025-06-23 18:09:00,Non-stop,Business,1h 19m,38,25768
Akasa Air,2025-05-14,QP2276,Kolkata,Delhi,Kolkata -> Delhi,2025-05-14 21:10:00,2025-05-15 03:24:00,1 Stop,Economy,6h 14m,18,5998
Akasa Air,2025-04-21,QP9901,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-04-21 05:15:00,2025-04-21 08:08:00,Non-stop,Economy,2h 53m,46,7352
Vistara,2025-06-11,UK2766,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-06-11 03:10:00,2025-06-11 07:11:00,Non-stop,Business,4h 1m,16,17148
Air India,2025-03-14,AI2924,Hyderabad,Chennai,Hyderabad -> Chennai,2025-03-14 22:30:00,2025-03-15 05:40:00,2+ Stops,Economy,7h 10m,60,8175
IndiGo,2025-01-13,6E344,Mumbai,Bangalore,Mumbai -> Bangalore,2025-01-13 00:00:00,2025-01-13 10:24:00,2+ Stops,Business,10h 24m,12,21634
IndiGo,2025-07-05,6E588,Hyderabad,Chennai,Hyderabad -> Chennai,2025-07-05 21:20:00,2025-07-06 06:27:00,2+ Stops,Economy,9h 7m,43,10329
SpiceJet,2025-03-16,SG3202,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-03-16 09:00:00,2025-03-16 16:57:00,2+ Stops,Business,7h 57m,51,24459
Akasa Air,2025-03-03,QP1493,Hyderabad,Chennai,Hyderabad -> Chennai,2025-03-03 15:15:00,2025-03-03 22:56:00,1 Stop,Economy,7h 41m,49,5741
SpiceJet,2025-08-16,SG6795,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-08-16 03:00:00,2025-08-16 05:46:00,Non-stop,Economy,2h 46m,54,6244
Vistara,2025-05-05,UK3088,Delhi,Kolkata,Delhi -> Kolkata,2025-05-05 10:45:00,2025-05-05 20:13:00,2+ Stops,Economy,9h 28m,53,10294
Akasa Air,2025-08-18,QP854,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-08-18 12:20:00,2025-08-18 15:24:00,1 Stop,Economy,3h 4m,58,9606
SpiceJet,2025-04-14,SG5000,Delhi,Mumbai,Delhi -> Mumbai,2025-04-14 09:00:00,2025-04-14 16:20:00,1 Stop,Economy,7h 20m,46,8024
Go First,2025-05-17,G84505,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-05-17 19:00:00,2025-05-18 02:48:00,1 Stop,Economy,7h 48m,3,7880
Go First,2025-04-17,G83414,Bangalore,Chennai,Bangalore -> Chennai,2025-04-17 17:45:00,2025-04-18 04:24:00,2+ Stops,Business,10h 39m,10,16900
Vistara,2025-05-26,UK352,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-05-26 17:30:00,2025-05-27 05:06:00,2+ Stops,Economy,11h 36m,35,13537
Akasa Air,2025-02-01,QP8051,Hyderabad,Delhi,Hyderabad -> Delhi,2025-02-01 11:50:00,2025-02-01 21:01:00,2+ Stops,Business,9h 11m,24,17762
Vistara,2025-02-18,UK6277,Delhi,Chennai,Delhi -> Chennai,2025-02-18 00:00:00,2025-02-18 04:56:00,Non-stop,Business,4h 56m,16,26892
Go First,2025-01-29,G89558,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-01-29 09:00:00,2025-01-29 21:00:00,2+ Stops,Business,12h 0m,25,12168
SpiceJet,2025-05-06,SG5598,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-05-06 15:20:00,2025-05-06 23:25:00,1 Stop,Economy,8h 5m,8,8106
Vistara,2025-05-26,UK9965,Mumbai,Delhi,Mumbai -> Delhi,2025-05-26 21:50:00,2025-05-27 07:59:00,2+ Stops,Business,10h 9m,7,20927
Go First,2025-03-05,G86699,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-03-05 05:10:00,2025-03-05 14:31:00,2+ Stops,Economy,9h 21m,18,9398
Akasa Air,2025-02-21,QP4430,Chennai,Bangalore,Chennai -> Bangalore,2025-02-21 03:50:00,2025-02-21 12:33:00,2+ Stops,Business,8h 43m,18,19847
SpiceJet,2025-05-29,SG7228,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-05-29 04:10:00,2025-05-29 11:03:00,1 Stop,Economy,6h 53m,1,8242
Akasa Air,2025-07-15,QP915,Delhi,Hyderabad,Delhi -> Hyderabad,2025-07-15 10:20:00,2025-07-15 13:49:00,1 Stop,Economy,3h 29m,15,6924
Air India,2025-03-16,AI4662,Kolkata,Mumbai,Kolkata -> Mumbai,2025-03-16 17:30:00,2025-03-17 02:26:00,1 Stop,Business,8h 56m,33,7764
Vistara,2025-02-23,UK8622,Chennai,Hyderabad,Chennai -> Hyderabad,2025-02-23 22:15:00,2025-02-24 07:30:00,2+ Stops,Economy,9h 15m,12,10335
IndiGo,2025-05-05,6E6481,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-05-05 02:00:00,2025-05-05 09:41:00,1 Stop,Economy,7h 41m,1,4486
Go First,2025-05-11,G86191,Delhi,Chennai,Delhi -> Chennai,2025-05-11 03:50:00,2025-05-11 10:10:00,2+ Stops,Economy,6h 20m,12,9332
Akasa Air,2025-05-08,QP814,Chennai,Bangalore,Chennai -> Bangalore,2025-05-08 01:50:00,2025-05-08 09:02:00,2+ Stops,Economy,7h 12m,15,7661
IndiGo,2025-02-17,6E7148,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-02-17 00:20:00,2025-02-17 09:13:00,1 Stop,Economy,8h 53m,44,8805
SpiceJet,2025-05-01,SG9304,Chennai,Bangalore,Chennai -> Bangalore,2025-05-01 07:50:00,2025-05-01 15:41:00,2+ Stops,Business,7h 51m,45,28810
Go First,2025-06-11,G83595,Kolkata,Bangalore,Kolkata -> Bangalore,2025-06-11 08:15:00,2025-06-11 11:41:00,1 Stop,Economy,3h 26m,9,10239
Akasa Air,2025-04-03,QP8532,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-04-03 17:00:00,2025-04-03 18:02:00,Non-stop,Business,1h 2m,13,10444
Air India,2025-03-24,AI5863,Hyderabad,Chennai,Hyderabad -> Chennai,2025-03-24 21:10:00,2025-03-25 02:07:00,Non-stop,Business,4h 57m,26,18488
SpiceJet,2025-04-21,SG7273,Bangalore,Chennai,Bangalore -> Chennai,2025-04-21 10:50:00,2025-04-21 15:23:00,Non-stop,Economy,4h 33m,49,5822
SpiceJet,2025-06-07,SG9040,Kolkata,Delhi,Kolkata -> Delhi,2025-06-07 14:10:00,2025-06-08 00:24:00,2+ Stops,Business,10h 14m,48,24877
Air India,2025-03-21,AI9064,Bangalore,Mumbai,Bangalore -> Mumbai,2025-03-21 12:50:00,2025-03-22 01:09:00,2+ Stops,Business,12h 19m,21,19210
SpiceJet,2025-06-16,SG5572,Delhi,Hyderabad,Delhi -> Hyderabad,2025-06-16 08:45:00,2025-06-16 13:08:00,Non-stop,Business,4h 23m,53,22734
SpiceJet,2025-03-05,SG1411,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-03-05 18:10:00,2025-03-06 06:10:00,2+ Stops,Economy,12h 0m,11,11295
SpiceJet,2025-08-09,SG1855,Delhi,Hyderabad,Delhi -> Hyderabad,2025-08-09 09:45:00,2025-08-09 11:41:00,Non-stop,Economy,1h 56m,41,3316
IndiGo,2025-02-19,6E1740,Kolkata,Chennai,Kolkata -> Chennai,2025-02-19 19:45:00,2025-02-19 22:06:00,Non-stop,Business,2h 21m,25,24584
Vistara,2025-06-23,UK984,Chennai,Mumbai,Chennai -> Mumbai,2025-06-23 00:20:00,2025-06-23 10:43:00,2+ Stops,Economy,10h 23m,11,11178
Akasa Air,2025-01-23,QP1462,Chennai,Mumbai,Chennai -> Mumbai,2025-01-23 21:10:00,2025-01-24 02:07:00,Non-stop,Business,4h 57m,1,21405
IndiGo,2025-08-17,6E273,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-08-17 01:00:00,2025-08-17 04:21:00,1 Stop,Economy,3h 21m,49,6855
SpiceJet,2025-07-19,SG9737,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-07-19 10:00:00,2025-07-19 15:02:00,1 Stop,Business,5h 2m,41,12396
Air India,2025-02-18,AI2215,Kolkata,Chennai,Kolkata -> Chennai,2025-02-18 11:45:00,2025-02-18 22:28:00,2+ Stops,Business,10h 43m,36,20992
Akasa Air,2025-04-10,QP1177,Delhi,Mumbai,Delhi -> Mumbai,2025-04-10 21:30:00,2025-04-11 01:19:00,Non-stop,Economy,3h 49m,26,4165
Akasa Air,2025-04-18,QP9585,Delhi,Mumbai,Delhi -> Mumbai,2025-04-18 04:00:00,2025-04-18 08:02:00,Non-stop,Business,4h 2m,18,6054
Go First,2025-03-25,G85013,Chennai,Hyderabad,Chennai -> Hyderabad,2025-03-25 07:45:00,2025-03-25 15:24:00,1 Stop,Economy,7h 39m,59,8703
SpiceJet,2025-03-01,SG4091,Bangalore,Chennai,Bangalore -> Chennai,2025-03-01 01:15:00,2025-03-01 04:17:00,1 Stop,Economy,3h 2m,22,8811
Vistara,2025-02-16,UK9428,Hyderabad,Delhi,Hyderabad -> Delhi,2025-02-16 12:30:00,2025-02-16 19:33:00,1 Stop,Economy,7h 3m,42,10770
Akasa Air,2025-07-01,QP7296,Kolkata,Bangalore,Kolkata -> Bangalore,2025-07-01 07:20:00,2025-07-01 16:04:00,2+ Stops,Economy,8h 44m,3,9996
Air India,2025-08-05,AI9443,Bangalore,Kolkata,Bangalore -> Kolkata,2025-08-05 11:50:00,2025-08-05 12:50:00,Non-stop,Business,1h 0m,38,21060
Vistara,2025-02-26,UK2675,Bangalore,Kolkata,Bangalore -> Kolkata,2025-02-26 05:45:00,2025-02-26 08:49:00,1 Stop,Business,3h 4m,1,16361
SpiceJet,2025-02-16,SG2230,Kolkata,Mumbai,Kolkata -> Mumbai,2025-02-16 14:30:00,2025-02-16 19:07:00,1 Stop,Economy,4h 37m,19,9024
Akasa Air,2025-03-13,QP9482,Chennai,Mumbai,Chennai -> Mumbai,2025-03-13 09:15:00,2025-03-13 10:15:00,Non-stop,Economy,1h 0m,15,7180
IndiGo,2025-03-27,6E7010,Chennai,Delhi,Chennai -> Delhi,2025-03-27 00:45:00,2025-03-27 11:43:00,2+ Stops,Business,10h 58m,23,24038
IndiGo,2025-05-06,6E2581,Delhi,Mumbai,Delhi -> Mumbai,2025-05-06 14:10:00,2025-05-06 15:28:00,Non-stop,Business,1h 18m,25,18717
Go First,2025-06-15,G89217,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-06-15 05:00:00,2025-06-15 09:19:00,Non-stop,Economy,4h 19m,21,5737
IndiGo,2025-03-30,6E3883,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-03-30 00:45:00,2025-03-30 05:08:00,Non-stop,Business,4h 23m,43,13530
IndiGo,2025-03-05,6E4291,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-03-05 22:30:00,2025-03-06 00:28:00,Non-stop,Business,1h 58m,57,6876
SpiceJet,2025-02-17,SG2755,Mumbai,Chennai,Mumbai -> Chennai,2025-02-17 06:20:00,2025-02-17 13:26:00,2+ Stops,Economy,7h 6m,1,7497
Go First,2025-07-04,G82139,Hyderabad,Chennai,Hyderabad -> Chennai,2025-07-04 23:00:00,2025-07-05 07:36:00,2+ Stops,Economy,8h 36m,59,9488
IndiGo,2025-05-11,6E8343,Kolkata,Mumbai,Kolkata -> Mumbai,2025-05-11 10:30:00,2025-05-11 17:16:00,2+ Stops,Business,6h 46m,35,33543
Akasa Air,2025-06-17,QP7807,Mumbai,Delhi,Mumbai -> Delhi,2025-06-17 16:00:00,2025-06-17 22:48:00,2+ Stops,Business,6h 48m,25,18499
Akasa Air,2025-05-13,QP9993,Mumbai,Delhi,Mumbai -> Delhi,2025-05-13 19:10:00,2025-05-14 05:40:00,2+ Stops,Economy,10h 30m,36,10800
SpiceJet,2025-03-10,SG5195,Delhi,Mumbai,Delhi -> Mumbai,2025-03-10 05:45:00,2025-03-10 09:45:00,1 Stop,Economy,4h 0m,33,6083
Air India,2025-04-10,AI4925,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-04-10 04:45:00,2025-04-10 06:01:00,Non-stop,Economy,1h 16m,41,6272
SpiceJet,2025-03-22,SG8083,Bangalore,Mumbai,Bangalore -> Mumbai,2025-03-22 23:50:00,2025-03-23 10:57:00,2+ Stops,Economy,11h 7m,47,10426
Go First,2025-02-17,G89970,Chennai,Mumbai,Chennai -> Mumbai,2025-02-17 21:10:00,2025-02-18 08:57:00,2+ Stops,Economy,11h 47m,45,6692
Akasa Air,2025-08-27,QP3505,Delhi,Kolkata,Delhi -> Kolkata,2025-08-27 04:10:00,2025-08-27 06:55:00,Non-stop,Business,2h 45m,60,19737
Air India,2025-04-06,AI1791,Mumbai,Kolkata,Mumbai -> Kolkata,2025-04-06 01:50:00,2025-04-06 03:16:00,Non-stop,Business,1h 26m,46,10155
SpiceJet,2025-02-28,SG6585,Mumbai,Delhi,Mumbai -> Delhi,2025-02-28 11:45:00,2025-02-28 19:44:00,2+ Stops,Business,7h 59m,44,23186
Vistara,2025-04-03,UK9677,Delhi,Chennai,Delhi -> Chennai,2025-04-03 04:50:00,2025-04-03 06:31:00,Non-stop,Economy,1h 41m,35,9400
IndiGo,2025-04-18,6E6911,Chennai,Delhi,Chennai -> Delhi,2025-04-18 12:50:00,2025-04-18 19:45:00,2+ Stops,Economy,6h 55m,31,12442
Air India,2025-06-04,AI2055,Delhi,Kolkata,Delhi -> Kolkata,2025-06-04 08:00:00,2025-06-04 17:25:00,2+ Stops,Economy,9h 25m,16,10559
IndiGo,2025-02-05,6E3426,Delhi,Hyderabad,Delhi -> Hyderabad,2025-02-05 16:00:00,2025-02-05 22:35:00,1 Stop,Business,6h 35m,32,19706
IndiGo,2025-04-10,6E6377,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-04-10 02:30:00,2025-04-10 14:55:00,2+ Stops,Business,12h 25m,60,15165
Go First,2025-02-21,G84801,Bangalore,Kolkata,Bangalore -> Kolkata,2025-02-21 14:20:00,2025-02-21 19:03:00,1 Stop,Business,4h 43m,42,17374
Air India,2025-03-20,AI9398,Kolkata,Bangalore,Kolkata -> Bangalore,2025-03-20 20:30:00,2025-03-21 00:59:00,1 Stop,Economy,4h 29m,1,7793
Air India,2025-03-29,AI6413,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-03-29 02:15:00,2025-03-29 05:28:00,Non-stop,Business,3h 13m,57,17402
Akasa Air,2025-05-08,QP5728,Chennai,Hyderabad,Chennai -> Hyderabad,2025-05-08 08:45:00,2025-05-08 10:28:00,Non-stop,Economy,1h 43m,45,6872
Akasa Air,2025-06-16,QP8177,Hyderabad,Chennai,Hyderabad -> Chennai,2025-06-16 13:10:00,2025-06-16 20:56:00,2+ Stops,Business,7h 46m,7,18232
Go First,2025-06-06,G86330,Bangalore,Mumbai,Bangalore -> Mumbai,2025-06-06 10:50:00,2025-06-06 13:36:00,Non-stop,Business,2h 46m,13,12550
SpiceJet,2025-03-15,SG1043,Bangalore,Chennai,Bangalore -> Chennai,2025-03-15 07:15:00,2025-03-15 09:06:00,Non-stop,Economy,1h 51m,16,3135
IndiGo,2025-05-16,6E6093,Chennai,Hyderabad,Chennai -> Hyderabad,2025-05-16 00:15:00,2025-05-16 08:38:00,2+ Stops,Business,8h 23m,32,28100
Akasa Air,2025-06-17,QP4500,Kolkata,Bangalore,Kolkata -> Bangalore,2025-06-17 12:30:00,2025-06-18 00:21:00,2+ Stops,Business,11h 51m,51,26937
SpiceJet,2025-06-07,SG4030,Kolkata,Bangalore,Kolkata -> Bangalore,2025-06-07 08:20:00,2025-06-07 16:58:00,1 Stop,Business,8h 38m,37,10487
